bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
лайнер	ла'йнер	liner, air liner	Überseeschiff, Großraumflugzeug, Verkehrsflugzeug	m		0	0	0	0	ла'йнер	ла'йнера	ла'йнеру	ла'йнер	ла'йнером	ла'йнере	ла'йнеры	ла'йнеров	ла'йнерам	ла'йнеры	ла'йнерами	ла'йнерах
лапоть	ла'поть	bast sandal, bast shoe	Bastschuh; Einfallspinsel	m		0	0	0	0	ла'пот	ла'птя	ла'птю	ла'пот	ла'птем	ла'пте	ла'пти	лапте'й	лаптя'м	ла'пти	лаптя'ми	лаптя'х
эстонец	эсто'нец	Estonian	Este	m	эстонка	1	0	0	0	эсто'нец	эсто'нца	эсто'нцу	эсто'нца	эсто'нцем	эсто'нце	эсто'нцы	эсто'нцев	эсто'нцам	эсто'нцев	эсто'нцами	эсто'нцах
палестина	палести'на		Palästina; Gefilde, Gegend, Gebiet	f			0	0	0												
пробор	пробо'р	part (in hair)	Scheitel	m		0	0	0	0	пробо'р	пробо'ра	пробо'ру	пробо'р	пробо'ром	пробо'ре	пробо'ры	пробо'ров	пробо'рам	пробо'ры	пробо'рами	пробо'рах
рысь	рысь	lynx, trot	Luchs; der Trab	f		1	0	0	0	ры'сь	ры'си	ры'си	ры'сь	ры'сью	ры'си	ры'си	ры'сей	ры'сям	ры'сей	ры'сями	ры'сях
добавление	добавле'ние	addition, appendix, addendum, rider	Ergänzung, Nachtrag; Addieren	n		0	0	0	0	добавле'ние	добавле'ния	добавле'нию	добавле'ние	добавле'нием	добавле'нии	добавле'ния	добавле'ний	добавле'ниям	добавле'ния	добавле'ниями	добавле'ниях
беспамятство	беспа'мятство	unconsciousness, frenzy	Raserei, Ekstase; Ohnmacht, Vergesslichkeit, Bewusstlosigkeit	n		0	0	0	0	беспа'мятство	беспа'мятства	беспа'мятству	беспа'мятство	беспа'мятством	беспа'мятстве	беспа'мятства	беспа'мятств	беспа'мятствам	беспа'мятства	беспа'мятствами	беспа'мятствах
фарфор	фарфо'р	china, porcelain	Porzellan	m		0	0	0	0	фарфо'р	фарфо'ра	фарфо'ру	фарфо'р	фарфо'ром	фарфо'ре	фарфо'ры	фарфо'ров	фарфо'рам	фарфо'ры	фарфо'рами	фарфо'рах
параграф	пара'граф	paragraph, section	Paragraph	m		0	0	0	0	пара'граф	пара'графа	пара'графу	пара'граф	пара'графом	пара'графе	пара'графы	пара'графов	пара'графам	пара'графы	пара'графами	пара'графах
тельце	те'льце	little body, corpuscle	kleiner Körper			0	0	0	0	те'льце	те'льца	те'льцу	те'льце	те'льцем	те'льце	те'льца	те'лец	те'льцам	те'льца	те'льцами	те'льцах
анатомия	анато'мия	anatomy	Anatomie	f		0	0	1	0	анато'мия	анато'мии	анато'мии	анато'мию	анато'мией, анато'миею	анато'мии						
малёк	малёк	fry, young fish	Jungfisch, kleiner Köderfisch	m		1	0	0	0	малёк	малька'	мальку'	малька'	малько'м	мальке'	мальки'	малько'в	малька'м	малько'в	малька'ми	малька'х
яблочко	я'блочко	apple	Mittelkreis einer Zielscheibe, Äpfelchen	n		0	0	0	0	я'блочко	я'блочка	я'блочку	я'блочко	я'блочком	я'блочке	я'блочки	я'блочек	я'блочкам	я'блочки	я'блочками	я'блочках
мокрец	мокре'ц		Mauke, Fesselekzem; Stechmücke; Hühnerdarm			0	0	0	0	мокре'ц	мокреца'	мокрецу'	мокре'ц	мокрецо'м	мокреце'	мокрецы'	мокрецо'в	мокреца'м	мокрецы'	мокреца'ми	мокреца'х
скипидар	скипида'р	turpentine	Terpentin			0	0	0	0	скипида'р	скипида'ра	скипида'ру	скипида'р	скипида'ром	скипида'ре	скипида'ры	скипида'ров	скипида'рам	скипида'ры	скипида'рами	скипида'рах
тонус	то'нус	tone	Muskelentspannung	m		0	0	1	0	то'нус	то'нуса	то'нусу	то'нус	то'нусом	то'нусе						
резкость	ре'зкость	sharpness, abruptness, sharp words	Heftigkeit, Stärke, Schärfe, Schroffheit	f		0	0	0	0	ре'зкость	ре'зкости	ре'зкости	ре'зкость	ре'зкостью	ре'зкости	ре'зкости	ре'зкостей	ре'зкостям	ре'зкости	ре'зкостями	ре'зкостях
жвачка	жва'чка	chewing, rumination, cud, chewing-gum	Kaugummi	f		0	0	0	0	жва'чка	жва'чки	жва'чке	жва'чку	жва'чкой, жва'чкою	жва'чке	жва'чки	жва'чек	жва'чкам	жва'чки	жва'чками	жва'чках
крестьянство	крестья'нство	peasantry, the peasants	Bauernschaft	n		0	0	0	0	крестья'нство	крестья'нства	крестья'нству	крестья'нство	крестья'нством	крестья'нстве	крестья'нства	крестья'нств	крестья'нствам	крестья'нства	крестья'нствами	крестья'нствах
герр	герр		Herr	m																	
полушарие	полуша'рие	hemisphere	Halbkugel	n		0	0	0	0	полуша'рие	полуша'рия	полуша'рию	полуша'рие	полуша'рием	полуша'рии	полуша'рия	полуша'рий	полуша'риям	полуша'рия	полуша'риями	полуша'риях
новобранец	новобра'нец	recruit	der Neuberufene	m		1	0	0	0	новобра'нец	новобра'нца	новобра'нцу	новобра'нца	новобра'нцем	новобра'нце	новобра'нцы	новобра'нцев	новобра'нцам	новобра'нцев	новобра'нцами	новобра'нцах
успокоение	успокое'ние	calming, quieting, soothing, calm, quiet	innere Ruhe	n		0	0	0	0	успокое'ние	успокое'ния	успокое'нию	успокое'ние	успокое'нием	успокое'нии	успокое'ния	успокое'ний	успокое'ниям	успокое'ния	успокое'ниями	успокое'ниях
несоответствие	несоотве'тствие	discrepancy, disparity, lack of correspondence	Nichtübereinstimmung, Mißverhältnis	n		0	0	0	0	несоотве'тствие	несоотве'тствия	несоотве'тствию	несоотве'тствие	несоотве'тствием	несоотве'тствии	несоотве'тствия	несоотве'тствий	несоотве'тствиям	несоотве'тствия	несоотве'тствиями	несоотве'тствиях
наклейка	накле'йка	patch, label	Klebezettel, Etikett; Aufkleber	f		0	0	0	0	накле'йка	накле'йки	накле'йке	накле'йку	накле'йкой	накле'йке	накле'йки	накле'ек	накле'йкам	накле'йки	накле'йками	накле'йках
проходимец	проходи'мец	rogue, rascal, crook	Halunke	m		1	0	0	0	проходи'мец	проходи'мца	проходи'мцу	проходи'мца	проходи'мцем	проходи'мце	проходи'мцы	проходи'мцев	проходи'мцам	проходи'мцев	проходи'мцами	проходи'мцах
омут	о'мут	pool, slough, whirlpool	Untiefe, Strudel, Wasserwirbel, (Sumpf)loch, tiefe Stelle (in einem Gewässer)	m		0	0	0	0	о'мут	о'мута	о'муту	о'мут	о'мутом	о'муте	о'муты, омута'	о'мутов, омуто'в	о'мутам, омута'м	о'муты, омута'	о'мутами, омута'ми	о'мутах, омута'х
блокпост	блокпо'ст	blockhouse, block station	Postenstand, Wachdienststelle			0	0	0	0	блокпо'ст	блокпо'ста	блокпо'сту	блокпо'ст	блокпо'стом	блокпо'сте	блокпо'сты	блокпо'стов	блокпо'стам	блокпо'сты	блокпо'стами	блокпо'стах
сбыт	сбыт	sale, market	Absatz, Vertrieb, Verkauf			0	0	0	0	сбы'т	сбы'та	сбы'ту	сбы'т	сбы'том	сбы'те	сбы'ты	сбы'тов	сбы'там	сбы'ты	сбы'тами	сбы'тах
бита	бита'	bat	Schläger, Schlagholz			0	0	0	0	бита'	биты'	бите'	биту'	бито'й, бито'ю	бите'	биты'	би'т	бита'м	биты'	бита'ми	бита'х
ржавчина	ржа'вчина	rust, mildew	Rost	f		0	0	0	0	ржа'вчина	ржа'вчины	ржа'вчине	ржа'вчину	ржа'вчиной, ржа'вчиною	ржа'вчине	ржа'вчины	ржа'вчин	ржа'вчинам	ржа'вчины	ржа'вчинами	ржа'вчинах
туннель	тунне'ль		Tunnel	m		0	0	0	0	тунне'ль	тунне'ля	тунне'лю	тунне'ль	тунне'лем	тунне'ле	тунне'ли	тунне'лей	тунне'лям	тунне'ли	тунне'лями	тунне'лях
завхоз	завхо'з		technischer Direktor	m		1	0	0	0	завхо'з	завхо'за	завхо'зу	завхо'за	завхо'зом	завхо'зе	завхо'зы	завхо'зов	завхо'зам	завхо'зов	завхо'зами	завхо'зах
изъятие	изъя'тие	withdrawal, removal, immobilization, exception	Enteignung	n		0	0	0	0	изъя'тие	изъя'тия	изъя'тию	изъя'тие	изъя'тием	изъя'тии	изъя'тия	изъя'тий	изъя'тиям	изъя'тия	изъя'тиями	изъя'тиях
архипелаг	архипела'г	archipelago	Archipel, Inselgruppe	m		0	0	0	0	архипела'г	архипела'га	архипела'гу	архипела'г	архипела'гом	архипела'ге	архипела'ги	архипела'гов	архипела'гам	архипела'ги	архипела'гами	архипела'гах
