bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
сопроводить	сопроводи'ть	accompany	begleiten, geleiten; mitgehen; sekundieren (die zweite Stimme intonieren); versehen	perfective	сопровождать	сопроводи'	сопроводи'те	сопроводи'л	сопроводи'ла	сопроводи'ло	сопроводи'ли	сопровожу'	сопроводи'шь	сопроводи'т	сопроводи'м	сопроводи'те	сопроводя'т
растрескаться	растре'скаться	crack, chap	platzen, bersten, Risse bekommen, springen, aufspringen, rissig werden	perfective	растрескиваться	растре'скайся	растре'скайтесь	растре'скался	растре'скалась	растре'скалось	растре'скались	растре'скаюсь	растре'скаешься	растре'скается	растре'скаемся	растре'скаетесь	растре'скаются
слизывать	сли'зывать		ablecken; abschreiben, kopieren	imperfective	слизать	сли'зывай	сли'зывайте	сли'зывал	сли'зывала	сли'зывало	сли'зывали	сли'зываю	сли'зываешь	сли'зывает	сли'зываем	сли'зываете	сли'зывают
улетучиться	улету'читься	evaporate, volatilize, vanish	sich verflüchtigen	perfective	улетучиваться	улету'чься	улету'чьтесь	улету'чился	улету'чилась	улету'чилось	улету'чились	улету'чусь	улету'чишься	улету'чится	улету'чимся	улету'читесь	улету'чатся
разрабатываться	разраба'тываться		sich abnutzen; sich in der Entwicklung befinden	imperfective	разработаться	разраба'тывайся	разраба'тывайтесь	разраба'тывался	разраба'тывалась	разраба'тывалось	разраба'тывались	разраба'тываюсь	разраба'тываешься	разраба'тывается	разраба'тываемся	разраба'тываетесь	разраба'тываются
выведать	вы'ведать	find out, worm out, try to find out	auskundschaften, ausforschen	perfective	выведывать	вы'ведай	вы'ведайте	вы'ведал	вы'ведала	вы'ведало	вы'ведали	вы'ведаю	вы'ведаешь	вы'ведает	вы'ведаем	вы'ведаете	вы'ведают
отползти	отползти'		davonkriechen	perfective	отползать	отползи'	отползи'те	отпо'лз	отползла'	отползло'	отползли'	отползу'	отползёшь	отползёт	отползём	отползёте	отползу'т
взрослеть	взросле'ть	approach reach manhood, womanhood, become adult, mature	erwachsen werden	imperfective	повзрослеть	взросле'й	взросле'йте	взросле'л	взросле'ла	взросле'ло	взросле'ли	взросле'ю	взросле'ешь	взросле'ет	взросле'ем	взросле'ете	взросле'ют
ознакомить	ознако'мить	acquaint	└ bekannt machen/bekanntmachen ┘, einweihen, mit den Grundzügen vertraut machen	perfective	ознакомлять	ознако'мь	ознако'мьте	ознако'мил	ознако'мила	ознако'мило	ознако'мили	ознако'млю	ознако'мишь	ознако'мит	ознако'мим	ознако'мите	ознако'мят
скрючиться	скрю'читься	huddle up	sich krümmen	perfective	крючиться	скрю'чься	скрю'чьтесь	скрю'чился	скрю'чилась	скрю'чилось	скрю'чились	скрю'чусь	скрю'чишься	скрю'чится	скрю'чимся	скрю'читесь	скрю'чатся
разгибаться	разгиба'ться	straighten oneself up	sich aufrichten; auffalten, aufknicken	imperfective	разогнуться	разгиба'йся	разгиба'йтесь	разгиба'лся	разгиба'лась	разгиба'лось	разгиба'лись	разгиба'юсь	разгиба'ешься	разгиба'ется	разгиба'емся	разгиба'етесь	разгиба'ются
набрякнуть	набря'кнуть	swell	dick werden, anschwellen; quellen, aufquellen	perfective	набрякать	набря'кни	набря'кните	набря'к	набря'кла	набря'кло	набря'кли	набря'кну	набря'кнешь	набря'кнет	набря'кнем	набря'кнете	набря'кнут
улизнуть	улизну'ть	slip away	entwischen, abhauen	perfective	-	улизни'	улизни'те	улизну'л	улизну'ла	улизну'ло	улизну'ли	улизну'	улизнёшь	улизнёт	улизнём	улизнёте	улизну'т
измучить	изму'чить	torture, weary, tire out, exhaust	ermüden	perfective	измучивать	изму'чь	изму'чьте	изму'чил	изму'чила	изму'чило	изму'чили	изму'чу	изму'чишь	изму'чит	изму'чим	изму'чите	изму'чат
досмотреть	досмотре'ть	look through, watch, examine	etwas └ fertig / bis zum Schluss┘ ansehen; auf └ jemanden / etwas┘ aufpassen, ein Auge auf └ jemanden / etwas┘ haben; beim Aufpassen bemerken (meist verneint, im Prät.)	perfective	досматривать	досмотри'	досмотри'те	досмотре'л	досмотре'ла	досмотре'ло	досмотре'ли	досмотрю'	досмо'тришь	досмо'трит	досмо'трим	досмо'трите	досмо'трят
сближаться	сближа'ться	draw together, approach, close in	sich einander nähern, einander näher kommen, sich befreunden	imperfective	сблизиться	сближа'йся	сближа'йтесь	сближа'лся	сближа'лась	сближа'лось	сближа'лись	сближа'юсь	сближа'ешься	сближа'ется	сближа'емся	сближа'етесь	сближа'ются
проясняться	проясня'ться	clearing up. / clear, brighten	klar werden, sich aufklären, sich aufhellen, sich aufheitern	imperfective	проясниться	проясня'йся	проясня'йтесь	проясня'лся	проясня'лась	проясня'лось	проясня'лись	проясня'юсь	проясня'ешься	проясня'ется	проясня'емся	проясня'етесь	проясня'ются
дирижировать	дирижи'ровать	conduct	dirigieren	imperfective		дирижи'руй	дирижи'руйте	дирижи'ровал	дирижи'ровала	дирижи'ровало	дирижи'ровали	дирижи'рую	дирижи'руешь	дирижи'рует	дирижи'руем	дирижи'руете	дирижи'руют
увековечить	увекове'чить	immortalize, perpetuate	verewigen	perfective	увековечивать	увекове'чь	увекове'чьте	увекове'чил	увекове'чила	увекове'чило	увекове'чили	увекове'чу	увекове'чишь	увекове'чит	увекове'чим	увекове'чите	увекове'чат
отпугивать	отпу'гивать	frighten off, scare away	verscheuchen, abschrecken	imperfective	отпугнуть	отпу'гивай	отпу'гивайте	отпу'гивал	отпу'гивала	отпу'гивало	отпу'гивали	отпу'гиваю	отпу'гиваешь	отпу'гивает	отпу'гиваем	отпу'гиваете	отпу'гивают
озирать	озира'ть	view	in Augenschein nehmen	imperfective	-	озира'й	озира'йте	озира'л	озира'ла	озира'ло	озира'ли	озира'ю	озира'ешь	озира'ет	озира'ем	озира'ете	озира'ют
перемешаться	перемеша'ться	get mixed up	sich mischen, sich verwirren, durcheinandergeraten	perfective	перемешиваться	перемеша'йся	перемеша'йтесь	перемеша'лся	перемеша'лась	перемеша'лось	перемеша'лись	перемеша'юсь	перемеша'ешься	перемеша'ется	перемеша'емся	перемеша'етесь	перемеша'ются
утираться	утира'ться	wipe oneself, dry oneself	sich abwischen, sich abtrocknen	imperfective	утереться	утира'йся	утира'йтесь	утира'лся	утира'лась	утира'лось	утира'лись	утира'юсь	утира'ешься	утира'ется	утира'емся	утира'етесь	утира'ются
причесаться	причеса'ться		sich kämmen, sich frisieren, sich frisieren lassen	perfective	причёсываться	причеши'сь	причеши'тесь	причеса'лся	причеса'лась	причеса'лось	причеса'лись	причешу'сь	приче'шешься	приче'шется	приче'шемся	приче'шетесь	приче'шутся
